0,1,2,3,4,5,6,7,8,9,10,11
84.50000000000021,63.000000000000895,99.8999999999977,118.20000000000255,113.99999999999832,117.80000000000072,122.89999999999942,113.00000000000057,107.20000000000007,98.70000000000051,80.5999999999971,68.00000000000209
53.39999999999917,57.59999999999565,61.10000000001094,66.19999999998795,67.000000000008,68.29999999999656,65.3000000000027,62.39999999999703,61.59999999999972,57.299999999997624,52.10000000001389,44.89999999999007
46.30000000000046,54.20000000000238,57.699999999994006,55.10000000000662,59.8999999999956,57.70000000000187,71.5999999999985,66.40000000000163,59.400000000000155,52.600000000001295,45.59999999999239,37.50000000000543
61.10000000000287,60.00000000001502,69.5999999999622,74.20000000004165,73.69999999997239,75.30000000001183,89.0999999999907,70.20000000001028,67.00000000000095,60.10000000000824,55.399999999951994,46.400000000034304
48.29999999999801,51.59999999998957,54.100000000026235,52.999999999971095,52.600000000019165,44.699999999991775,51.10000000000646,47.49999999999288,47.39999999999934,42.99999999999428,39.30000000003329,33.09999999997623
96.0999999999989,112.4999999999943,118.5000000000143,115.6999999999842,113.10000000001045,124.69999999999547,129.10000000000355,111.79999999999612,107.89999999999965,88.39999999999687,84.90000000001817,83.39999999998705
67.70000000000176,71.30000000000913,73.29999999997702,70.40000000002533,69.09999999998321,70.60000000000721,78.89999999999435,74.80000000000625,72.70000000000059,70.70000000000502,65.99999999997078,58.50000000002087
67.29999999999951,71.6999999999975,65.0000000000063,64.49999999999302,65.80000000000462,63.19999999999801,82.10000000000156,77.79999999999829,72.49999999999984,67.59999999999862,56.60000000000802,48.89999999999427
70.00000000000036,77.70000000000178,81.59999999999552,96.60000000000493,100.99999999999672,95.90000000000143,113.29999999999883,106.0000000000012,99.1000000000001,72.10000000000096,62.89999999999432,54.600000000004066
38.600000000002,42.200000000010455,43.69999999997368,50.20000000002902,50.49999999998078,53.20000000000825,52.099999999993514,46.70000000000714,46.80000000000066,43.70000000000573,40.199999999966565,35.60000000002389
38.699999999998916,41.799999999994306,42.10000000001434,44.799999999984195,47.40000000001048,49.0999999999955,52.10000000000353,48.0999999999961,42.19999999999963,35.89999999999687,31.20000000001822,24.699999999986982
18.39999999999952,22.999999999997595,36.90000000000597,56.49999999999339,60.50000000000444,64.29999999999811,74.2000000000015,74.09999999999835,68.29999999999986,73.29999999999869,70.40000000000765,62.79999999999453
30.10000000000262,32.10000000001372,30.19999999996545,26.80000000003807,28.399999999974767,32.500000000010836,29.4999999999915,36.50000000000937,39.90000000000087,41.10000000000752,34.59999999995608,30.900000000031365
51.299999999998555,59.59999999999246,59.100000000018966,54.8999999999791,54.30000000001385,56.69999999999405,67.90000000000467,65.69999999999486,66.89999999999952,62.69999999999586,54.4000000000241,44.7999999999828
65.09999999999917,69.19999999999571,84.10000000001081,94.79999999998809,90.4000000000079,86.2999999999966,89.30000000000265,78.49999999999706,80.69999999999969,75.49999999999763,68.30000000001377,57.69999999999019
74.50000000000094,72.50000000000499,70.39999999998746,65.80000000001382,67.09999999999083,72.70000000000395,82.09999999999692,85.40000000000339,63.1000000000003,51.600000000002744,73.89999999998408,77.80000000001137
66.0,69.99999999999989,68.80000000000018,75.79999999999981,76.90000000000016,77.49999999999993,74.40000000000012,79.09999999999994,76.79999999999993,68.19999999999997,59.70000000000026,52.099999999999795
52.00000000000078,56.90000000000403,61.49999999998987,63.40000000001118,60.699999999992606,62.60000000000317,63.79999999999749,61.30000000000274,59.30000000000025,54.00000000000221,48.39999999998712,43.0000000000092
6.800000000001035,17.700000000005424,19.69999999998634,18.00000000001505,19.699999999990027,20.700000000004284,21.899999999996634,20.4000000000037,20.200000000000344,18.20000000000297,16.899999999982665,13.800000000012384
78.59999999999965,82.19999999999825,84.10000000000441,89.09999999999509,95.10000000000326,102.39999999999861,109.30000000000112,107.59999999999879,109.09999999999987,101.59999999999903,91.00000000000564,79.89999999999601
43.700000000000756,46.80000000000396,47.299999999990014,49.600000000010986,49.299999999992714,54.90000000000312,53.29999999999754,61.300000000002704,59.000000000000256,56.90000000000216,54.69999999998734,46.700000000009034
