0,1,2,3,4,5,6,7,8,9,10,11
84.49999999999852,62.99999999999066,99.90000000002266,118.19999999997485,114.00000000001648,117.79999999999382,122.90000000000589,112.9999999999903,107.2000000000045,98.69999999999588,80.60000000001793,67.99999999998776
53.399999999998315,57.599999999989414,61.10000000002581,66.19999999997135,67.00000000001867,68.29999999999293,65.30000000000666,62.39999999998896,61.60000000000506,57.299999999995286,52.100000000020444,44.899999999986136
46.299999999999905,54.199999999999406,57.70000000000144,55.09999999999839,59.90000000000106,57.69999999999961,71.60000000000036,66.39999999999937,59.400000000000304,52.599999999999724,45.60000000000117,37.499999999999204
61.10000000000029,60.00000000000173,69.5999999999958,74.20000000000464,73.69999999999699,75.3000000000011,89.09999999999891,70.2000000000018,66.99999999999919,60.10000000000075,55.399999999996666,46.400000000002315
48.3000000000018,51.60000000001137,54.0999999999723,53.00000000003076,52.59999999997997,44.70000000000757,51.09999999999282,47.50000000001183,47.399999999994584,43.000000000005066,39.29999999997797,33.10000000001496
96.09999999999935,112.4999999999961,118.50000000000944,115.69999999998956,113.10000000000682,124.69999999999742,129.10000000000244,111.79999999999592,107.90000000000182,88.3999999999983,84.90000000000751,83.39999999999492
67.69999999999865,71.29999999999158,73.30000000002055,70.39999999997721,69.10000000001484,70.59999999999438,78.90000000000533,74.79999999999123,72.70000000000401,70.69999999999624,66.00000000001633,58.499999999988916
67.2999999999987,71.69999999999173,65.00000000002014,64.49999999997765,65.80000000001456,63.19999999999449,82.1000000000052,77.79999999999139,72.50000000000396,67.59999999999633,56.600000000015946,48.89999999998916
70.00000000000222,77.70000000001406,81.59999999996569,96.60000000003804,100.99999999997519,95.90000000000938,113.2999999999911,106.00000000001462,99.09999999999326,72.10000000000626,62.89999999997284,54.60000000001842
38.600000000000506,42.20000000000334,43.69999999999184,50.20000000000908,50.49999999999411,53.200000000002234,52.099999999997884,46.7000000000035,46.799999999998384,43.70000000000151,40.19999999999354,35.60000000000439
38.699999999999534,41.799999999997056,42.10000000000714,44.79999999999209,47.40000000000514,49.099999999998055,52.10000000000185,48.09999999999695,42.20000000000141,35.89999999999869,31.20000000000565,24.699999999996162
18.40000000000081,23.00000000000506,36.899999999987664,56.50000000001367,60.49999999999108,64.30000000000338,74.19999999999682,74.10000000000528,68.29999999999757,73.30000000000223,70.39999999999024,62.80000000000661
30.10000000000114,32.10000000000719,30.199999999982463,26.800000000019466,28.399999999987315,32.500000000004796,29.499999999995456,36.500000000007496,39.89999999999656,41.1000000000032,34.599999999986125,30.900000000009413
51.30000000000063,59.60000000000408,59.09999999999004,54.900000000011055,54.29999999999278,56.700000000002724,67.89999999999742,65.70000000000427,66.89999999999806,62.70000000000183,54.399999999992154,44.800000000005326
65.1000000000015,69.20000000000942,84.09999999997697,94.80000000002552,90.39999999998338,86.30000000000628,89.29999999999403,78.50000000000982,80.6999999999955,75.50000000000419,68.29999999998174,57.7000000000124
74.49999999999993,72.49999999999943,70.4000000000013,65.79999999999865,67.10000000000088,72.69999999999966,82.10000000000026,85.39999999999945,63.10000000000029,51.59999999999977,73.90000000000099,77.79999999999934
65.999999999999,69.99999999999368,68.8000000000154,75.7999999999829,76.90000000001118,77.49999999999578,74.40000000000398,79.09999999999341,76.80000000000301,68.19999999999717,59.70000000001223,52.09999999999169
